id,s,i,r,d,population,long,lat,date
GA,ZA,1.0,
GA,TR,1.0,
GA,RW,1.0,
GM,ES,4.0,
GM,SN,4.0,
GM,SL,2.0,
GM,MA,1.0,
GM,GW,1.0,
GE,IL,3.0,
GE,GR,1.0,
GE,RU,4.0,
GE,GE,3.0,
GE,NL,2.0,
GE,FR,2.0,
GE,LV,2.0,
GE,AT,2.0,
GE,IT,1.0,
GE,BY,3.0,
GE,CN,1.0,
GE,KZ,2.0,
GE,AE,1.0,
GE,AZ,2.0,
GE,TR,5.0,
GE,UA,7.0,
GE,DE,1.0,
GE,PL,3.0,
GE,IQ,2.0,
GE,LT,1.0,
DE,CH,42.0,
DE,DE,212.0,
DE,IT,221.0,
DE,HR,57.0,
DE,MA,20.0,
DE,DZ,3.0,
DE,SE,29.0,
DE,GR,176.0,
DE,TR,128.0,
DE,ES,354.0,
DE,FR,84.0,
DE,HU,11.0,
DE,IE,19.0,
DE,GB,103.0,
DE,PT,64.0,
DE,AT,67.0,
DE,CZ,14.0,
DE,BA,4.0,
DE,IL,12.0,
DE,TN,32.0,
DE,PL,44.0,
DE,RS,25.0,
DE,NL,27.0,
DE,NO,26.0,
DE,BE,15.0,
DE,FI,19.0,
DE,MD,2.0,
DE,AE,23.0,
DE,US,115.0,
DE,MY,3.0,
DE,EG,18.0,
DE,DK,27.0,
DE,MX,4.0,
DE,RU,46.0,
DE,DO,7.0,
DE,LV,14.0,
DE,CU,4.0,
DE,JO,7.0,
DE,RO,15.0,
DE,CN,19.0,
DE,BG,11.0,
DE,QA,9.0,
DE,SA,10.0,
DE,CY,8.0,
DE,LT,7.0,
DE,CA,19.0,
DE,IN,14.0,
DE,CO,2.0,
DE,VN,4.0,
DE,BY,4.0,
DE,TW,1.0,
DE,KE,2.0,
DE,JM,1.0,
DE,MV,1.0,
DE,MU,1.0,
DE,BR,8.0,
DE,SC,1.0,
DE,TT,1.0,
DE,ET,2.0,
DE,IS,4.0,
DE,EE,2.0,
DE,BH,1.0,
DE,LU,9.0,
DE,UZ,1.0,
DE,IR,5.0,
DE,AZ,3.0,
DE,JP,11.0,
DE,SI,4.0,
DE,AL,2.0,
DE,KZ,4.0,
DE,KR,4.0,
DE,MT,8.0,
DE,KW,2.0,
DE,NG,4.0,
DE,GH,1.0,
DE,LB,3.0,
DE,TH,4.0,
DE,VE,1.0,
DE,IQ,5.0,
DE,AR,1.0,
DE,ZA,6.0,
DE,UA,12.0,
DE,AO,1.0,
DE,SG,7.0,
DE,GE,1.0,
DE,MK,5.0,
DE,NA,1.0,
DE,LK,1.0,
DE,OM,2.0,
DE,ME,2.0,
GH,BF,1.0,
GH,SN,3.0,
GH,NG,5.0,
GH,LR,5.0,
GH,GH,20.0,
GH,GB,2.0,
GH,MA,1.0,
GH,IT,1.0,
GH,US,1.0,
GH,CI,8.0,
GH,SL,3.0,
GH,AE,1.0,
GH,ET,1.0,
GH,TG,1.0,
GH,BJ,1.0,
GH,ES,1.0,
GH,NL,1.0,
GH,KE,1.0,
GH,DE,1.0,
GH,LB,1.0,
GH,EG,1.0,
GH,ZA,1.0,
GH,NA,1.0,
GH,TR,1.0,
GH,PT,1.0,
GR,DE,166.0,
GR,MD,1.0,
GR,GR,235.0,
GR,AE,3.0,
GR,ES,7.0,
GR,RS,4.0,
GR,BE,18.0,
GR,HU,2.0,
GR,EG,4.0,
GR,FR,30.0,
GR,RU,28.0,
GR,IT,24.0,
GR,CH,9.0,
GR,UA,5.0,
GR,TR,6.0,
GR,CY,11.0,
GR,GB,95.0,
GR,NO,11.0,
GR,RO,4.0,
GR,US,3.0,
GR,CZ,4.0,
GR,BG,4.0,
GR,GE,1.0,
GR,AL,2.0,
GR,IL,3.0,
GR,AT,36.0,
GR,PL,7.0,
GR,SE,10.0,
GR,DK,7.0,
GR,LV,2.0,
GR,QA,2.0,
GR,FI,2.0,
GR,IE,3.0,
GR,NL,21.0,
GR,LT,4.0,
GR,MT,1.0,
GR,LU,4.0,
GR,LB,1.0,
GR,HR,2.0,
GR,AM,1.0,
GR,JO,1.0,
GR,CA,2.0,
GR,EE,1.0,
GD,US,4.0,
GD,CA,2.0,
GD,TT,3.0,
GD,BB,1.0,
GD,VE,1.0,
GT,MX,3.0,
GT,BZ,2.0,
GT,GT,2.0,
GT,HN,8.0,
GT,US,17.0,
GT,CO,1.0,
GT,SV,3.0,
GT,CR,2.0,
GT,NI,1.0,
GT,PA,1.0,
GN,GW,2.0,
GN,SN,8.0,
GN,FR,1.0,
GN,MR,1.0,
GN,MA,1.0,
GN,ML,2.0,
GN,CI,2.0,
GN,TG,1.0,
GW,GN,2.0,
GW,SN,2.0,
GW,GM,1.0,
GW,MA,1.0,
GY,US,2.0,
GY,TT,1.0,
GY,CA,2.0,
GY,BB,1.0,
GY,JM,1.0,
GY,SR,1.0,
GY,VE,1.0,
HT,US,13.0,
HT,CA,1.0,
HT,PA,2.0,
HT,DO,3.0,
HT,HT,2.0,
HN,GT,10.0,
HN,BZ,2.0,
HN,US,19.0,
HN,MX,1.0,
HN,SV,3.0,
HN,CR,5.0,
HN,HN,23.0,
HN,PA,2.0,
HU,DE,12.0,
HU,GR,2.0,
HU,GB,15.0,
HU,FR,5.0,
HU,FI,3.0,
HU,IT,11.0,
HU,RS,2.0,
HU,BY,1.0,
HU,LV,1.0,
HU,SE,4.0,
HU,DK,3.0,
HU,NO,1.0,
HU,IE,2.0,
HU,ES,5.0,
HU,BE,3.0,
HU,NL,4.0,
HU,MT,2.0,
HU,PL,2.0,
HU,CH,2.0,
HU,IL,2.0,
HU,EG,1.0,
HU,CZ,2.0,
HU,AT,1.0,
HU,QA,1.0,
HU,HR,1.0,
HU,RO,1.0,
HU,RU,4.0,
HU,TR,2.0,
HU,PT,1.0,
HU,AE,1.0,
HU,AZ,1.0,
HU,UA,1.0,
HU,CY,1.0,
IS,FI,2.0,
IS,NO,5.0,
IS,NL,1.0,
IS,SE,1.0,
IS,DK,4.0,
IS,US,7.0,
IS,BE,1.0,
IS,FR,4.0,
IS,DE,4.0,
IS,GB,10.0,
IS,CA,2.0,
IS,CH,1.0,
IS,IS,6.0,
IS,ES,2.0,
IN,BD,12.0,
IN,AF,7.0,
IN,IN,1057.0,
IN,AE,88.0,
IN,OM,23.0,
IN,TH,18.0,
IN,NP,8.0,
IN,SG,37.0,
IN,MY,22.0,
IN,BH,8.0,
IN,BE,5.0,
IN,LK,24.0,
IN,SA,39.0,
IN,QA,17.0,
IN,ZA,3.0,
IN,KW,9.0,
IN,GB,17.0,
IN,KE,3.0,
IN,JP,5.0,
IN,FR,4.0,
IN,DE,12.0,
IN,ET,4.0,
IN,EG,2.0,
IN,US,5.0,
IN,TR,4.0,
IN,MU,6.0,
IN,CH,4.0,
IN,BU,1.0,
IN,KR,3.0,
IN,AU,2.0,
IN,CN,6.0,
IN,AT,2.0,
IN,MV,5.0,
IN,FI,1.0,
IN,IT,2.0,
IN,TW,2.0,
IN,NL,3.0,
IN,UZ,2.0,
IN,IR,2.0,
IN,BT,3.0,
IN,KZ,1.0,
IN,IL,1.0,
IN,PK,3.0,
IN,JO,2.0,
IN,RU,2.0,
ID,PH,5.0,
ID,MY,46.0,
ID,AE,5.0,
ID,TW,7.0,
ID,CN,13.0,
ID,SG,63.0,
ID,AU,26.0,
ID,TH,8.0,
ID,ID,611.0,
ID,JP,13.0,
ID,KR,6.0,
ID,SA,7.0,
ID,LK,2.0,
ID,EG,1.0,
ID,PG,1.0,
ID,QA,1.0,
ID,VN,1.0,
IR,IT,3.0,
IR,BY,1.0,
IR,IR,304.0,
IR,CN,4.0,
IR,AE,23.0,
IR,KW,11.0,
IR,SE,3.0,
IR,AM,1.0,
IR,TR,14.0,
IR,IQ,4.0,
IR,AF,5.0,
IR,OM,3.0,
IR,BH,3.0,
IR,NL,1.0,
IR,LB,2.0,
IR,IN,2.0,
IR,DE,5.0,
IR,AZ,3.0,
IR,PK,3.0,
IR,MY,2.0,
IR,GB,1.0,
IR,FR,1.0,
IR,UZ,1.0,
IR,AT,2.0,
IR,QA,5.0,
IR,SA,12.0,
IR,RU,1.0,
IR,KZ,1.0,
IR,TH,1.0,
IQ,AE,15.0,
IQ,IR,4.0,
IQ,BH,2.0,
IQ,NL,1.0,
IQ,KW,2.0,
IQ,TR,16.0,
IQ,DE,5.0,
IQ,LB,5.0,
IQ,EG,2.0,
IQ,AT,1.0,
IQ,QA,5.0,
IQ,JO,9.0,
IQ,SE,7.0,
IQ,GE,2.0,
IE,DE,19.0,
IE,MD,1.0,
IE,US,35.0,
IE,GB,63.0,
IE,CA,3.0,
IE,FR,23.0,
IE,IE,4.0,
IE,DK,3.0,
IE,FI,1.0,
IE,NO,3.0,
IE,ES,53.0,
IE,TR,2.0,
IE,NL,4.0,
IE,SE,2.0,
IE,GR,3.0,
IE,AE,4.0,
IE,IT,16.0,
IE,BG,1.0,
IE,BE,3.0,
IE,HU,2.0,
IE,HR,3.0,
IE,PT,12.0,
IE,CH,3.0,
IE,CZ,2.0,
IE,AT,1.0,
IE,PL,15.0,
IE,SK,1.0,
IE,LT,4.0,
IE,MT,1.0,
IE,RO,2.0,
IE,MA,1.0,
IE,LV,1.0,
IE,LU,1.0,
IL,EG,1.0,
IL,DE,12.0,
IL,IL,12.0,
IL,IT,9.0,
IL,FR,10.0,
IL,GE,3.0,
IL,GR,3.0,
IL,US,7.0,
IL,CA,3.0,
IL,FI,1.0,
IL,BY,1.0,
IL,GB,6.0,
IL,LV,1.0,
IL,CN,2.0,
IL,CY,3.0,
IL,SE,1.0,
IL,DK,2.0,
IL,ET,1.0,
IL,BG,2.0,
IL,AT,3.0,
IL,NL,4.0,
IL,UZ,1.0,
IL,ES,6.0,
IL,JO,2.0,
IL,AZ,1.0,
IL,RS,1.0,
IL,KR,1.0,
IL,PL,4.0,
IL,CH,5.0,
IL,TH,2.0,
IL,IN,1.0,
IL,BE,2.0,
IL,HU,2.0,
IL,RU,10.0,
IL,ZA,1.0,
IL,UA,7.0,
IL,RO,5.0,
IL,CZ,4.0,
IL,TR,3.0,
IL,LT,1.0,
IT,CH,38.0,
IT,DE,221.0,
IT,MA,17.0,
IT,IL,9.0,
IT,LY,2.0,
IT,MD,12.0,
IT,GR,25.0,
IT,FR,148.0,
IT,GB,141.0,
IT,US,53.0,
IT,AT,28.0,
IT,CA,8.0,
IT,DZ,4.0,
IT,IT,425.0,
IT,AL,27.0,
IT,NL,41.0,
IT,RU,34.0,
IT,CZ,19.0,
IT,DK,21.0,
IT,AR,2.0,
IT,FI,5.0,
IT,RO,34.0,
IT,PT,20.0,
IT,ES,120.0,
IT,JO,3.0,
IT,AE,8.0,
IT,RS,6.0,
IT,LB,4.0,
IT,BE,45.0,
IT,HU,11.0,
IT,EG,6.0,
IT,VE,1.0,
IT,LK,3.0,
IT,IN,2.0,
IT,AM,1.0,
IT,BR,4.0,
IT,AZ,4.0,
IT,KR,2.0,
IT,IR,3.0,
IT,TR,12.0,
IT,SA,8.0,
IT,UA,10.0,
IT,JP,4.0,
IT,KW,2.0,
IT,NG,1.0,
IT,LU,7.0,
IT,MT,16.0,
IT,CN,5.0,
IT,LV,9.0,
IT,MK,3.0,
IT,BG,7.0,
IT,GE,1.0,
IT,ME,2.0,
IT,TN,8.0,
IT,PL,29.0,
IT,BY,2.0,
IT,BD,1.0,
IT,CU,3.0,
IT,DO,3.0,
IT,MX,1.0,
IT,QA,4.0,
IT,SE,19.0,
IT,NO,14.0,
IT,IE,16.0,
IT,ET,1.0,
IT,SK,4.0,
IT,EE,1.0,
IT,LT,7.0,
IT,UZ,2.0,
IT,BA,1.0,
IT,SN,1.0,
IT,MU,1.0,
IT,HR,5.0,
IT,PK,1.0,
IT,SG,2.0,
IT,TH,2.0,
IT,CY,1.0,
IT,OM,1.0,
JM,US,41.0,
JM,CA,12.0,
JM,GB,3.0,
JM,AG,1.0,
JM,BB,1.0,
JM,JM,3.0,
JM,BS,1.0,
JM,TT,1.0,
JM,PA,3.0,
JM,DE,1.0,
JM,DO,1.0,
JM,GY,1.0,
JM,NL,1.0,
JP,PH,15.0,
JP,TW,67.0,
JP,KR,104.0,
JP,JP,623.0,
JP,CN,140.0,
JP,IN,5.0,
JP,US,78.0,
JP,TH,22.0,
JP,VN,20.0,
JP,MY,10.0,
JP,SG,18.0,
JP,CA,10.0,
JP,FR,7.0,
JP,MX,1.0,
JP,FI,6.0,
JP,IT,4.0,
JP,GB,8.0,
JP,AE,8.0,
JP,ID,13.0,
JP,UZ,1.0,
JP,RU,9.0,
JP,AU,15.0,
JP,QA,6.0,
JP,DE,11.0,
JP,NL,3.0,
JP,CH,2.0,
JP,TR,4.0,
JP,NZ,3.0,
JP,BU,1.0,
JP,AT,2.0,
JP,MN,1.0,
JP,PG,1.0,
JP,DK,1.0,
JP,LK,1.0,
JO,LY,6.0,
JO,US,6.0,
JO,CA,3.0,
JO,DE,7.0,
JO,AT,3.0,
JO,FR,2.0,
JO,DZ,2.0,
JO,IT,3.0,
JO,GB,2.0,
JO,EG,5.0,
JO,AE,9.0,
JO,BH,2.0,
JO,ES,4.0,
JO,LB,3.0,
JO,IL,2.0,
JO,KW,3.0,
JO,TH,2.0,
JO,QA,2.0,
JO,NL,1.0,
JO,JO,2.0,
JO,GR,1.0,
JO,IQ,8.0,
JO,IN,2.0,
JO,RU,2.0,
JO,SA,11.0,
JO,CH,2.0,
JO,TR,3.0,
JO,UA,1.0,
JO,SD,1.0,
JO,CY,1.0,
JO,NG,1.0,
JO,OM,2.0,
JO,RO,2.0,
JO,TN,1.0,
KZ,RU,38.0,
KZ,BY,1.0,
KZ,GB,3.0,
KZ,CN,7.0,
KZ,KZ,106.0,
KZ,AM,1.0,
KZ,AZ,4.0,
KZ,GE,2.0,
KZ,AE,7.0,
KZ,UZ,4.0,
KZ,TH,1.0,
KZ,IN,1.0,
KZ,KR,2.0,
KZ,TR,7.0,
KZ,UA,4.0,
KZ,MY,1.0,
KZ,VN,1.0,
KZ,NL,2.0,
KZ,DE,4.0,
KZ,AT,2.0,
KZ,CZ,1.0,
KZ,IR,1.0,
KE,SO,7.0,
KE,KE,68.0,
KE,TZ,17.0,
KE,IN,3.0,
KE,GB,3.0,
KE,BE,4.0,
KE,FR,2.0,
KE,ZW,3.0,
KE,RW,5.0,
KE,MW,4.0,
KE,ZM,9.0,
KE,NL,3.0,
KE,AE,9.0,
KE,TH,3.0,
KE,CN,2.0,
KE,DE,1.0,
KE,ET,6.0,
KE,KR,2.0,
KE,BI,2.0,
KE,DJ,2.0,
KE,CI,1.0,
KE,GH,1.0,
KE,MZ,4.0,
KE,ML,1.0,
KE,CM,2.0,
KE,UG,3.0,
KE,BW,1.0,
KE,SA,2.0,
KE,ZA,2.0,
KE,SD,1.0,
KE,AO,1.0,
KE,NG,1.0,
KE,MU,2.0,
KE,SC,1.0,
KE,MG,1.0,
KE,CH,3.0,
KE,EG,1.0,
KE,TR,3.0,
KE,QA,1.0,
KE,ER,1.0,
KR,CN,151.0,
KR,PH,26.0,
KR,KR,82.0,
KR,JP,105.0,
KR,TH,21.0,
KR,BU,3.0,
KR,US,39.0,
KR,CA,4.0,
KR,TW,18.0,
KR,FR,3.0,
KR,IN,3.0,
KR,SG,5.0,
KR,FI,1.0,
KR,IT,2.0,
KR,GB,3.0,
KR,KH,8.0,
KR,MY,8.0,
KR,AE,5.0,
KR,ID,6.0,
KR,UZ,3.0,
KR,RU,14.0,
KR,KZ,2.0,
KR,NZ,1.0,
KR,NL,2.0,
KR,AU,5.0,
KR,LK,1.0,
KR,VN,13.0,
KR,DE,4.0,
KR,TR,3.0,
KR,NP,1.0,
KR,ES,1.0,
KR,FJ,1.0,
KR,KE,2.0,
KR,CZ,2.0,
KR,SA,1.0,
KR,IL,1.0,
KR,MN,2.0,
KR,AT,1.0,
KR,LA,2.0,
KR,QA,2.0,
KW,AE,11.0,
KW,IN,9.0,
KW,GB,3.0,
KW,NL,3.0,
KW,SA,18.0,
KW,IT,2.0,
KW,BD,3.0,
KW,EG,16.0,
KW,IR,11.0,
KW,ET,3.0,
KW,AF,1.0,
KW,BH,4.0,
KW,QA,3.0,
KW,JO,3.0,
KW,LB,3.0,
KW,IQ,2.0,
KW,TR,6.0,
KW,TH,1.0,
KW,LK,3.0,
KW,DE,2.0,
KW,PK,6.0,
KW,US,2.0,
KW,MY,1.0,
KW,OM,2.0,
KW,TN,1.0,
LA,TH,10.0,
LA,MY,1.0,
LA,LA,20.0,
LA,KR,2.0,
LA,CN,5.0,
LA,VN,6.0,
LA,KH,5.0,
LA,SG,1.0,
LV,ES,3.0,
LV,GE,2.0,
LV,DE,14.0,
LV,FR,3.0,
LV,FI,3.0,
LV,IT,9.0,
LV,BY,2.0,
LV,GB,7.0,
LV,NO,10.0,
LV,NL,3.0,
LV,SE,4.0,
LV,GR,2.0,
LV,DK,4.0,
LV,BE,2.0,
LV,HU,1.0,
LV,RU,8.0,
LV,AZ,2.0,
LV,UA,2.0,
LV,MD,1.0,
LV,CY,1.0,
LV,MT,1.0,
LV,LT,2.0,
LV,CZ,2.0,
LV,TR,2.0,
LV,UZ,2.0,
LV,EE,1.0,
LV,IL,1.0,
LV,AT,2.0,
LV,PL,2.0,
LV,CH,1.0,
LV,IE,1.0,
LV,US,1.0,
LB,FR,2.0,
LB,DZ,1.0,
LB,MA,1.0,
LB,IT,4.0,
LB,BY,1.0,
LB,GB,2.0,
LB,CY,2.0,
LB,AE,6.0,
LB,ET,1.0,
LB,BH,1.0,
LB,IR,2.0,
LB,JO,3.0,
LB,KW,3.0,
LB,DE,3.0,
LB,GH,1.0,
LB,GR,1.0,
LB,IQ,5.0,
LB,BE,1.0,
LB,EG,3.0,
LB,SA,7.0,
LB,QA,2.0,
LB,AM,1.0,
LB,CH,1.0,
LB,TR,3.0,
LB,NG,2.0,
LB,RO,2.0,
LB,RU,2.0,
LB,TN,2.0,
LB,OM,1.0,
LR,GH,5.0,
LR,SL,7.0,
LR,NG,1.0,
LR,MA,1.0,
LR,CI,1.0,
LR,BE,3.0,
LY,LY,21.0,
LY,JO,6.0,
LY,EG,10.0,
LY,MA,5.0,
LY,TR,6.0,
LY,SA,2.0,
LY,TN,22.0,
LY,IT,2.0,
LY,DZ,2.0,
LY,GB,3.0,
LY,AE,1.0,
LY,MT,3.0,
LY,ES,1.0,
LT,DK,3.0,
LT,DE,7.0,
LT,FI,2.0,
LT,BY,1.0,
LT,LV,2.0,
LT,BE,5.0,
LT,NO,8.0,
LT,SE,2.0,
LT,ES,4.0,
LT,GB,10.0,
LT,IT,7.0,
LT,IE,4.0,
LT,GR,4.0,
LT,MT,1.0,
LT,CY,1.0,
LT,FR,3.0,
LT,PL,1.0,
LT,CZ,1.0,
LT,EE,3.0,
LT,AT,1.0,
LT,UA,2.0,
LT,RU,4.0,
LT,TR,1.0,
LT,NL,1.0,
LT,GE,1.0,
LT,IL,1.0,
LU,GB,4.0,
LU,FR,7.0,
LU,IT,8.0,
LU,DE,9.0,
LU,ES,12.0,
LU,NL,1.0,
LU,TR,3.0,
LU,MA,2.0,
LU,SE,1.0,
LU,GR,4.0,
LU,DK,2.0,
LU,HR,1.0,
LU,TN,1.0,
LU,IE,1.0,
LU,PT,7.0,
LU,CH,2.0,
LU,MT,1.0,
LU,BG,1.0,
LU,AT,2.0,
MG,FR,5.0,
MG,KE,1.0,
MG,MG,42.0,
MG,TH,2.0,
MG,ZA,2.0,
MG,MU,2.0,
MW,ZM,5.0,
MW,KE,4.0,
MW,ET,1.0,
MW,ZA,3.0,
MW,MW,2.0,
MW,TZ,1.0,
MW,ZW,1.0,
MY,SG,39.0,
MY,BD,6.0,
MY,PH,9.0,
MY,BU,3.0,
MY,CN,29.0,
MY,IN,22.0,
MY,TH,33.0,
MY,FR,3.0,
MY,DE,3.0,
MY,MY,256.0,
MY,GB,2.0,
MY,JP,10.0,
MY,NL,3.0,
MY,ID,46.0,
MY,TW,7.0,
MY,VN,6.0,
MY,KH,4.0,
MY,LA,1.0,
MY,AE,7.0,
MY,AU,14.0,
MY,LK,4.0,
MY,KR,8.0,
MY,SA,6.0,
MY,NP,3.0,
MY,UZ,2.0,
MY,IR,2.0,
MY,KZ,1.0,
MY,KW,1.0,
MY,NZ,1.0,
MY,QA,2.0,
MY,TR,2.0,
MY,OM,2.0,
MY,MV,1.0,
MY,MU,2.0,
MY,PK,3.0,
MV,IN,5.0,
MV,AE,4.0,
MV,LK,13.0,
MV,GB,1.0,
MV,CN,4.0,
MV,DE,1.0,
MV,IT,1.0,
MV,MY,1.0,
MV,TH,1.0,
MV,MV,16.0,
MV,QA,1.0,
MV,SG,2.0,
MV,RU,2.0,
MV,TR,1.0,
MV,OM,1.0,
ML,CI,3.0,
ML,SN,5.0,
ML,BF,3.0,
ML,FR,2.0,
ML,DZ,1.0,
ML,MA,1.0,
ML,GN,2.0,
ML,BJ,3.0,
ML,NG,1.0,
ML,ET,2.0,
ML,TG,1.0,
ML,KE,1.0,
ML,MR,1.0,
ML,PT,1.0,
ML,TN,1.0,
MT,AT,4.0,
MT,FR,11.0,
MT,IT,15.0,
MT,GB,28.0,
MT,LV,1.0,
MT,DK,2.0,
MT,NO,2.0,
MT,CY,2.0,
MT,LY,4.0,
MT,IE,1.0,
MT,NL,3.0,
MT,ES,4.0,
MT,SE,3.0,
MT,PL,2.0,
MT,LT,1.0,
MT,TN,2.0,
MT,DZ,1.0,
MT,GR,1.0,
MT,BE,2.0,
MT,HU,2.0,
MT,RU,4.0,
MT,DE,8.0,
MT,CH,3.0,
MT,TR,4.0,
MT,CZ,2.0,
MT,LU,1.0,
MR,FR,1.0,
MR,GN,1.0,
MR,MA,3.0,
MR,SN,3.0,
MR,ES,3.0,
MR,MR,6.0,
MR,ML,1.0,
MR,TN,1.0,
MU,FR,3.0,
MU,IN,6.0,
MU,ZA,5.0,
MU,GB,3.0,
MU,DE,1.0,
MU,AE,2.0,
MU,SC,1.0,
MU,IT,1.0,
MU,KE,2.0,
MU,MG,2.0,
MU,MY,2.0,
MU,CN,2.0,
MU,AU,1.0,
MU,MU,2.0,
MU,RU,1.0,
MX,MX,577.0,
MX,US,373.0,
MX,CO,6.0,
MX,GT,3.0,
MX,CU,5.0,
MX,CR,3.0,
MX,BZ,2.0,
MX,DE,4.0,
MX,CA,30.0,
MX,FR,4.0,
MX,ES,8.0,
MX,PA,8.0,
MX,VE,1.0,
MX,AR,2.0,
MX,BR,2.0,
MX,GB,12.0,
MX,PE,4.0,
MX,SV,3.0,
MX,HN,1.0,
MX,CL,3.0,
MX,EC,1.0,
MX,JP,2.0,
MX,CN,1.0,
MX,IT,3.0,
MX,NL,2.0,
MX,RU,1.0,
MD,RU,5.0,
MD,GR,1.0,
MD,IT,12.0,
MD,FR,1.0,
MD,IE,1.0,
MD,DE,2.0,
MD,TR,2.0,
MD,UA,1.0,
MD,CY,1.0,
MD,PT,1.0,
MD,RO,3.0,
MD,GB,1.0,
MD,LV,1.0,
MD,AE,1.0,
MD,AT,1.0,
MN,CN,4.0,
MN,MN,21.0,
MN,KR,2.0,
MN,TH,1.0,
MN,JP,1.0,
MN,RU,2.0,
ME,RU,7.0,
ME,IT,2.0,
ME,BE,2.0,
ME,GB,2.0,
ME,SI,2.0,
ME,RS,4.0,
ME,AT,2.0,
ME,TR,1.0,
ME,FR,2.0,
ME,DE,2.0,
ME,CH,1.0,
MA,ES,39.0,
MA,IT,17.0,
MA,BE,21.0,
MA,GB,26.0,
MA,FR,80.0,
MA,TR,3.0,
MA,NL,11.0,
MA,DE,21.0,
MA,LY,5.0,
MA,DZ,3.0,
MA,MA,21.0,
MA,CI,1.0,
MA,SE,1.0,
MA,AE,4.0,
MA,LB,1.0,
MA,GM,1.0,
MA,ML,1.0,
MA,EG,2.0,
MA,GN,1.0,
MA,BJ,1.0,
MA,SN,1.0,
MA,CM,2.0,
MA,SL,1.0,
MA,BR,1.0,
MA,CH,5.0,
MA,SA,4.0,
MA,US,1.0,
MA,AO,1.0,
MA,GA,1.0,
MA,TG,1.0,
MA,PT,4.0,
MA,NE,1.0,
MA,MR,3.0,
MA,BF,1.0,
MA,GW,1.0,
MA,LR,1.0,
MA,GQ,1.0,
MA,RU,2.0,
MA,TN,2.0,
MA,CA,1.0,
MA,DK,1.0,
MA,NO,1.0,
MA,IE,1.0,
MA,LU,2.0,
MA,QA,1.0,
MZ,ET,1.0,
MZ,KE,4.0,
MZ,MZ,38.0,
MZ,ZA,15.0,
MZ,AO,1.0,
MZ,TZ,1.0,
MZ,PT,1.0,
NA,ZA,9.0,
NA,AO,3.0,
NA,ZM,2.0,
NA,NA,13.0,
NA,GH,1.0,
NA,DE,1.0,
NA,ZW,2.0,
NA,BW,1.0,
NP,BD,4.0,
NP,IN,8.0,
NP,CN,4.0,
NP,MY,3.0,
NP,AE,4.0,
NP,BT,1.0,
NP,KR,1.0,
NP,SG,2.0,
NP,PK,1.0,
NP,QA,2.0,
NP,TH,2.0,
NP,TR,1.0,
NP,OM,1.0,
NP,NP,18.0,
NZ,AU,64.0,
NZ,CN,3.0,
NZ,SG,5.0,
NZ,FJ,3.0,
NZ,NZ,114.0,
NZ,KR,1.0,
NZ,CL,2.0,
NZ,MY,1.0,
NZ,JP,3.0,
NZ,US,4.0,
NZ,TH,2.0,
NI,CR,4.0,
NI,US,6.0,
NI,GT,1.0,
NI,PA,2.0,
NI,SV,2.0,
NE,BF,8.0,
NE,FR,3.0,
NE,DZ,1.0,
NE,MA,1.0,
NE,NG,1.0,
NE,ET,1.0,
NE,BJ,1.0,
NE,TD,1.0,
NG,GH,6.0,
NG,SN,1.0,
NG,CM,2.0,
NG,LR,1.0,
NG,FR,4.0,
NG,NG,62.0,
NG,MA,1.0,
NG,GB,4.0,
NG,ML,1.0,
NG,GQ,2.0,
NG,US,3.0,
NG,AE,2.0,
NG,ET,3.0,
NG,BJ,3.0,
NG,TG,2.0,
NG,TD,2.0,
NG,NE,1.0,
NG,CI,4.0,
NG,GA,1.0,
NG,ES,1.0,
NG,NL,1.0,
NG,KE,1.0,
NG,DE,4.0,
NG,LB,2.0,
NG,EG,3.0,
NG,QA,1.0,
NG,JO,1.0,
NG,ZA,2.0,
NG,SD,1.0,
NG,SA,1.0,
NG,TR,1.0,
NG,SL,1.0,
NG,RW,1.0,
MK,CH,2.0,
MK,IT,3.0,
MK,AE,1.0,
MK,SI,1.0,
MK,RS,1.0,
MK,AT,1.0,
MK,HR,1.0,
MK,TR,2.0,
MK,DE,5.0,
MK,BE,1.0,
MK,NL,1.0,
MK,SE,3.0,
MK,GB,1.0,
NO,SE,13.0,
NO,DE,26.0,
NO,RU,4.0,
NO,GR,11.0,
NO,GB,42.0,
NO,DK,29.0,
NO,FR,15.0,
NO,FI,3.0,
NO,NL,15.0,
NO,NO,302.0,
NO,LV,10.0,
NO,ES,52.0,
NO,TR,7.0,
NO,HR,9.0,
NO,IT,14.0,
NO,US,5.0,
NO,IS,6.0,
NO,PL,31.0,
NO,CZ,3.0,
NO,RS,2.0,
NO,TH,3.0,
NO,BG,1.0,
NO,SK,1.0,
NO,HU,1.0,
NO,IE,3.0,
NO,PT,3.0,
NO,CH,3.0,
NO,UA,1.0,
NO,CY,1.0,
NO,MT,2.0,
NO,LT,8.0,
NO,MA,1.0,
NO,EE,6.0,
NO,AT,2.0,
NO,BE,3.0,
NO,PK,1.0,
NO,QA,1.0,
NO,RO,1.0,
OM,BD,4.0,
OM,IN,24.0,
OM,AE,20.0,
OM,QA,6.0,
OM,IR,3.0,
OM,ET,2.0,
OM,BH,3.0,
OM,KW,2.0,
OM,MY,2.0,
OM,LK,3.0,
OM,EG,2.0,
OM,PK,14.0,
OM,JO,2.0,
OM,SA,7.0,
OM,TR,2.0,
